source_doc,gloss_zh,chinese,mongolian,n_chars,n_syl
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,人名,抹里赤,Moriči,3,3
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,馬羣,阿都兀,aduγ̇u,3,3
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,牧放者,阿都兀剌禿孩,aduγ̇ulatuγai,6,6
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,人名,阿兒孩合撒兒,Argai-Qasar,6,4
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,人名,塔孩,Taγai,2,2
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,人名,速客該,Sükegei,3,3
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,人名,察兀兒罕,Čaγ̇urqan,4,3
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,四箇行,朶兒邊泥,dörben-i,4,3
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,,豁剌因,qola-jin,3,3
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,箭名,豁斡察黑,qoγ̇očaγ,4,3
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,箭名,斡亦剌因,oira-jin,4,3
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,箭名,斡多剌,odora,3,3
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,做者,孛禿孩,boltuγai,3,3
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,人名,速別額台,Sübeġetei-,4,4
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,勇士,把阿都兒,Baγ̇atur,4,3
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,老鼠,忽魯合納,Quluγana,4,4
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,做着,孛勒周,bolžu,3,2
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,共收拾,忽里牙都速,qurijaldusu,5,5
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,黑,合剌,Qara,2,2
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,老鴉,客里額,keriġe,3,3
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,在外,合荅溫,γadaγ̇un,3,3
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,有的行,不古泥,bükün-i,3,3
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,共收聚,合兒馬勒都速,qarmaldusu,6,4
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,葢,粘別額,Nembeġe,3,3
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,氈,亦思該,isgei,3,2
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,共葢,捏木兒列勒敦,nemürleldün,6,4
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,試我,莎里速,sorisu,3,3
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,遮風,格里思格,Gerisge,4,3
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,家處,格兒竹克,ger-žüg,4,2
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,共遮護,格里思格列勒敦,gerisgeleldün,7,5
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,那裏,田迭,Tende,2,2
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,人名,孛斡兒出,Boγ̇orču,4,3
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,人名,者勒篾,Želme,3,2
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,兩箇行,豁牙剌,qojar-a,3,3
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,您,塔,Ta,1,1
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,我行,納馬冝,nama-ji,3,3
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,除影兒,薛兀迭列扯,seġüder-eče,5,5
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,別,不速,busu,2,2
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,伴當,那闊兒,nökör,3,2
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,無時,兀該突兒,ügei-dür,4,3
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,影兒,薛兀迭兒,seġüder,4,3
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,心,薛惕乞勒,sedkil,4,2
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,我的,米訥,min-u,2,2
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,敎安了,阿木兀勒罷,amuγ̇ulba,5,4
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,也者,者,že,1,1
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,您,塔,ta,1,1
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,心裏,薛惕乞勒突兒,sedkil-dür,6,3
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,存者,阿都孩,atuγai,3,3
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,尾子處,薛兀列扯,Seġül-eče,4,4
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,鞭子,赤出阿,čičuγ̇a,3,3
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,尾子,薛兀勒,seġül,3,2
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,心,只魯格,žirüge,3,3
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,胷懷,徹額只,čeġeži,3,3
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,在前,兀里荅,urida,3,3
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,立了的上頭,擺亦黑撒阿兒,baiγsaγ̇ar,6,3
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,爲長着,阿合剌周,aqalažu,4,4
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,不,兀祿兀,ülü-ü,3,3
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,住麽,阿渾,aqun,2,2
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,天,騰吉里,Teṅgiri,3,3
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,氣力,古出,küčü,2,2
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,添着,捏篾周,nemežü,3,3
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,被護助呵,亦赫額克迭額速,igeġegdeġesü,7,6
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,人名,札木合,Žamuqa,3,3
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,處,安荅阿察,anda-ača,4,4
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,想着,薛乞周,sedkižü,3,3
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,做伴我,那闊徹速,nököčešü,4,4
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,來了的每,亦列克薛惕,iregsed,5,3
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,老的每,斡脫古思,ötögüs,4,3
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,吉慶,完勒者,ölže-,3,2
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,有的,田,ten,1,1
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,伴當,那闊惕,nököd,3,2
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,做麽,孛魯兀齋,boluγ̇užai,4,4
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,各,竹克,Žüg,2,1
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,各,竹克,žüg,2,1
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,委付了,土失罷,tüšibe,3,3
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,您行,塔泥,tan-i,2,2
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,皇帝行,合罕泥,Qaγan-i,3,3
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,敎做了,孛勒合罷,bolγaba,4,3
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,種名,客列亦敦,Kereid-ün,4,3
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,人名,脫斡里勒,Toγ̇oril,4,3
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,皇帝行,罕突兒,Qān-dur,3,2
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,人名,荅孩,Daγai,2,2
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,人名,速該,Sükegei,2,3
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,使臣,額勒赤,elči,3,2
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,去了,亦列罷,ilebe,3,3
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,皇帝,罕,Qān,1,1
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,名,帖木眞,Temüžin,3,3
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,兒子,可兀泥,köġün-i,3,3
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,敎做了,孛勒合忽,bolγaqu,4,3
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,好生,柰,na,1,1
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,是,勺卜,žöb,2,1
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,達達,忙豁勒,Monγol,3,2
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,皇帝,合,qā,1,1
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,無每,兀格溫,ügeġün,3,3
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,怎生,客兒,ker,2,1
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,這,額捏,Ene,2,2
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,商量自的,額也邊,eje-ben,3,3
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,壞您,厄卜迭惕坤,ebdedkün,5,3
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,商量,額也,eje,2,2
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,結了的自的行,掌吉,žaṅgi-ban,2,3
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,解了您,塔魯惕渾,taludqun,4,3
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,衣領自的行,札合班,žaqa-ban,3,3
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,扯了您,談禿魯渾,tamtuludqun,4,4
c10_yin_yi_meng_wen_yuan_chao_mi_shi_juan_san_3.xhtml,去着,亦列周,iležü,3,3
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,人名,阿兒孩合撒兒,Arγai-Qasar,6,4
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,人名行,札木合突兒,Žamuqa-dur,5,4
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,去呵,亦列額速,ileġesü,4,4
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,說,嗚詁列,ügüle,3,3
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,說着,嗚詁列周,ügüležü,4,4
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,去,亦列侖,ilerün,3,3
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,契合,安荅,anda,2,2
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,間,札兀剌,žaγ̇ura,3,3
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,契合的,安荅因,Anda-jin,3,3
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,腰窩戮着,速別額薛赤周,sübeġesečižü,6,6
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,肋扇,合必兒合,qabirγa,4,3
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,插着,合惕忽周,qadqužu,4,3
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,如何,也勤,jakin,2,2
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,敎離了,合合察兀勒罷,qaγačaγ̇ulba,6,5
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,契合,安荅,Anda,2,2
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,不,兀祿,ülü,2,2
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,敎離了,合合察兀侖,qaγačaγ̇ulun,5,5
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,一同,含禿,qamtu,2,2
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,有的,不,büküi-,1,2
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,時,突兒,dür,2,1
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,契合行,安荅冝,anda-ji,3,3
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,不曾,額薛,ese,2,2
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,如今,額朶額,Edöġe,3,3
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,甚麽,黯巴兒,ambar,3,2
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,但,額列,ele,2,2
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,想着,薛惕乞周,sedkižü,4,3
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,說了的,嗚詁列克先,ügülegsen,5,4
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,言語裏自的行,兀格思禿里顏,üges-tür-jen,6,4
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,到,古侖,kürün,2,2
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,契合的,安荅因,anda-jin,3,3
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,敎安着,阿木兀勒周,amγ̇ulžu,5,3
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,契合行,安荅荅,anda-da,3,3
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,好好的,撒亦合禿兒,saiqatur,5,3
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,也,古,kü,1,1
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,做伴着,那闊扯周,nököčežü,4,4
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,與您,斡古惕坤,ügüdkün,4,3
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,那的,帖兀訥,teġün-ü,3,3
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,後,豁亦納,qoina,3,2
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,人名的,札木合因,Žamuqa-jin,4,4
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,人名,紿察兒,Taičar,3,2
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,山名的,札剌麻因,Žalama-jin,4,4
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,前行,額不列,ebüre,3,3
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,地名,斡列該不剌合,Ölegei-Bulaγ-a,6,6
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,住着,不侖,bürün,2,2
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,咱的,必荅訥,bidan-u,3,3
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,地名行,撒阿里客額列,Saγ̇ari-Keġer-e,6,6
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,有的,不古,bükü,2,2
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,人名的,拙赤荅兒馬剌因,Žüči-Darmala-jin,7,6
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,馬羣,阿都溫,aduγ̇un,3,3
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,搶劫,迭額兒篾都列,deġermedüre,6,5
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,去了來,斡出爲,odčuγ̇ui,3,3
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,搶着,迭額兒篾惕抽,deġermedčü,6,4
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,要着,阿卜抽,abču,3,2
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,去了,斡惕出爲,odčuγ̇ui,4,3
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,人名,拙赤荅兒馬剌,Žüči-Darmala,6,5
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,馬羣自的行,阿都兀班,aduγ̇u-ban,4,4
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,去着,斡惕抽,odču,3,2
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,伴當每自的行,那闊的顏,nököd-jen,4,3
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,心,主魯格,žürüge,3,3
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,被不敢着,牙荅黑荅周,jadaγdažu,5,4
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,只,門,mün,1,1
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,襲着,捏客周,nekežü,3,3
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,夜,雪泥,süni,2,2
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,馬羣自的行,阿都兀訥安,aduγ̇un-u-γ̇an,5,5
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,邊行,乞只阿剌,kižiγ̇ar-a,4,4
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,到着,古兒抽,kürčü,3,2
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,馬自的,秣驪訥安,morin-u-γ̇an,4,4
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,鬃,迭勒,del,2,1
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,伏臥,赫里格別里顏,helige-ber-jen,6,5
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,着,客卜帖周,kebtežü,4,3
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,人名的,紿察侖,Taičar-un,3,3
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,脊梁,你魯兀,niruγ̇u,3,3
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,斷,忽忽魯,quγuru,3,3
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,射着,合兒周,qarbužu,3,3
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,了,阿剌阿惕,alaγ̇ad,4,3
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,將了,阿不阿惕,abuγ̇ad,4,3
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,來了,亦列主兀,irežüġü,4,4
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,兄弟自的,迭兀邊,deġü-ben,3,3
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,人名行,紿察里,Taičar-i,3,3
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,被殺了,阿剌荅罷,alaγdaba,4,4
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,種名,札荅闌,Žadaran,3,3
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,十,兒班,harban,2,2
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,部,合鄰,qarin,2,2
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,萬每,土篾惕,tümed,3,2
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,山名,阿剌屼屼惕,Alaγ̇iγ̇ud,5,4
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,依着,土兒合兀的牙兒,Turqaγ̇ud-jar,7,4
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,越過着,荅巴周,dabažu,3,3
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,皇帝行,合罕突兒,Qaγan-dur,4,3
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,上馬着,秣驪剌周,morilažu,4,4
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,來也,阿亦賽,aisai,3,2
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,種名處,亦乞列薛徹,Ikires-eče,5,5
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,人名,木勒客脫塔黑,Mülke-Totaγ,6,4
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,人名,孛羅勒歹,Boroldai,4,3
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,地名行,古連勒古迭,Külelkü-de,5,4
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,有時,不突兒,büküi-dür,3,3
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,話,客連,kelen,2,2
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,送到,古兒堅,kürgen,3,2
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,來了,亦列主爲,irežüġüi,4,4
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,話,客,kelen,1,2
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,知了,篾迭額惕,medeġed,4,3
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,圈子每,古列額惕,küreġed,4,3
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,有來,不列埃,büleġei,3,3
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,三也,忽兒班古,Γurban-kü,4,3
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,迎着,額薛兒古,esergü,4,3
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,地名行,荅闌巴勒主惕,Dalan-Balžud-ta,6,5
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,對戰着,擺亦勒都周,baildužu,5,3
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,人名行,札木合荅,Žamuqa-da,4,4
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,那裏,田迭,tende,2,2
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,被推動着,歌多勒格克迭周,ködülgegdežü,7,5
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,河名的,澣那訥,Onon-u,3,3
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,地名,哲列捏,Čerene,3,3
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,狹處,合卜赤合牙,qabčiγaj-a,5,4
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,躱了,豁兒罷,qorba,3,2
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,地名行,哲列捏迭,Čerene-de,4,4
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,敎躱了,豁兒合罷,qorγaba,4,3
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,咱,必荅,bida,2,2
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,囘時,合里侖,qarirun,3,3
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,地名的,赤那孫,Činos-un,3,3
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,大王每,可兀的,köġüd-i,3,3
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,七十,荅闌,dalan,2,2
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,鍋每,脫豁斡惕,toγoγ̇od,4,3
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,敎滾着,不察勒合周,bučalγažu,5,4
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,人名的,捏兀歹察合安兀阿因,Neġüdei-Čaγaγ̇an-Uγ̇a-jin,9,9
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,斷着,豁黑脫勒周,hoγtolžu,5,3
c11_yin_yi_meng_wen_yuan_chao_mi_shi_juan_si_1.xhtml,馬的,秣驪訥,morin-u,3,3
